BLEURT,bleurt_open_score
,0.37732023000717163
,0.3283831477165222
,0.42562365531921387
,0.512690544128418
,0.2750784754753113
,0.5720361471176147
,0.5512599945068359
,0.576927661895752
,0.6077354550361633
,0.30928587913513184
,0.2864531874656677
,0.32109785079956055
,0.45233094692230225
,0.34691321849823
,0.3221931457519531
,0.3511486351490021
,0.5016013383865356
,0.4275254011154175
,0.443665087223053
,0.4219072461128235
,0.47670966386795044
,0.45714837312698364
,0.44789600372314453
,0.3991643190383911
,0.4869699478149414
,0.3274106979370117
,0.2974395155906677
,0.4800111651420593
,0.4050360918045044
,0.3525129556655884
,0.46611160039901733
,0.41485726833343506
,0.3832496702671051
,0.5917575359344482
,0.4039819836616516
,0.4330756664276123
,0.4433426260948181
,0.32517242431640625
,0.29928058385849
,0.34823936223983765
,0.3460816442966461
,0.3966826796531677
,0.42137211561203003
,0.2932870388031006
,0.24577361345291138
,0.3339824080467224
,0.3085189461708069
,0.25803375244140625
,0.34448882937431335
,0.3806689977645874
,0.4247870445251465
,0.4899885058403015
,0.36377015709877014
,0.38555973768234253
,0.2943270206451416
,0.344414621591568
,0.4455485939979553
,0.40285253524780273
,0.30716997385025024
,0.3111875653266907
,0.36115097999572754
,0.42547982931137085
,0.3552432656288147
,0.345203697681427
,0.3719968795776367
,0.4812191128730774
,0.4540863633155823
,0.2661554217338562
,0.3500237464904785
,0.4359099864959717
,0.44100868701934814
,0.33335381746292114
,0.33008599281311035
,0.39097583293914795
,0.49620360136032104
,0.3660193085670471
,0.18200284242630005
,0.5025824308395386
,0.4497256875038147
,0.3362923860549927
,0.36433297395706177
,0.45609474182128906
,0.44488000869750977
,0.14051911234855652
final,0.39082841894456316
