BLEURT,bleurt_open_score
,0.3811013400554657
,0.3880573511123657
,0.5093608498573303
,0.4424460530281067
,0.5057300925254822
,0.3855319619178772
,0.426236093044281
,0.49531030654907227
,0.43374985456466675
,0.40143901109695435
,0.30663490295410156
,0.36778783798217773
,0.367029070854187
,0.46484375
,0.3687840700149536
,0.4870097041130066
,0.39125365018844604
,0.4304240942001343
,0.3622872233390808
,0.41545069217681885
,0.4111548066139221
,0.4836161732673645
,0.4780300259590149
,0.5002667903900146
,0.46373212337493896
,0.4062986969947815
,0.4332425594329834
,0.46749335527420044
,0.3642416000366211
,0.35033124685287476
,0.3604140877723694
,0.445334255695343
,0.3344658315181732
,0.493282675743103
,0.457974910736084
,0.4348527789115906
,0.4929957389831543
,0.42280644178390503
,0.46665167808532715
,0.4147535562515259
,0.3495178818702698
,0.287361204624176
,0.34471577405929565
,0.47464555501937866
,0.355129599571228
,0.4074721932411194
,0.2128753811120987
,0.4245486259460449
,0.3718518614768982
,0.44624757766723633
,0.35540735721588135
,0.376126766204834
,0.4201101064682007
,0.30914366245269775
,0.48198360204696655
,0.4044538140296936
,0.3975781798362732
,0.33749625086784363
,0.37913310527801514
,0.45220768451690674
,0.4106457829475403
,0.39754974842071533
,0.299742728471756
,0.35412025451660156
,0.3805272579193115
,0.4089796543121338
,0.3525211811065674
,0.39867615699768066
,0.3976447582244873
,0.39069098234176636
,0.3816060423851013
,0.4275316596031189
,0.3748812675476074
,0.41453009843826294
,0.36237603425979614
,0.3517339825630188
,0.4145965576171875
,0.3459059000015259
,0.33194923400878906
,0.31766724586486816
,0.3773037791252136
,0.3459250330924988
,0.4004467725753784
,0.40109437704086304
,0.480299711227417
,0.3712300658226013
,0.407814621925354
,0.3202415704727173
,0.38019800186157227
,0.44378072023391724
,0.4281042814254761
,0.47362786531448364
,0.3620058298110962
,0.33958208560943604
,0.34734588861465454
,0.323125958442688
,0.41021889448165894
,0.3380269408226013
,0.4165250062942505
,0.3168025612831116
,0.277570903301239
,0.2160761058330536
,0.1963813453912735
,0.4126736521720886
,0.3366507887840271
,0.39422136545181274
,0.3316911458969116
,0.32197409868240356
,0.37736332416534424
,0.3718644380569458
,0.3014828860759735
,0.3426840901374817
,0.39587968587875366
,0.34574151039123535
,0.3802071213722229
,0.43674445152282715
,0.35532891750335693
,0.343772292137146
,0.37128543853759766
,0.3380014896392822
,0.3713710904121399
,0.5097194910049438
,0.4384390711784363
,0.44549453258514404
,0.41408681869506836
,0.3764986991882324
,0.302517294883728
,0.35331225395202637
,0.3900300860404968
,0.3823029398918152
,0.3454984426498413
,0.3348340392112732
,0.37207871675491333
,0.37008219957351685
,0.3792557716369629
,0.3118045926094055
,0.4277746081352234
,0.34596192836761475
,0.39902716875076294
,0.2735595703125
,0.40977251529693604
,0.4318236708641052
,0.3463249206542969
,0.495313823223114
,0.3896505832672119
,0.3842361271381378
,0.37688857316970825
,0.43023204803466797
,0.3798956871032715
,0.4344269037246704
,0.3411606252193451
,0.3966384530067444
,0.31582391262054443
,0.4002379775047302
,0.2608640789985657
,0.35451948642730713
,0.3830190896987915
,0.2649722397327423
,0.35297489166259766
,0.3947735130786896
,0.34529340267181396
,0.3213995099067688
,0.35944515466690063
,0.4605422019958496
,0.4600718021392822
,0.30153048038482666
,0.30153048038482666
,0.24695509672164917
,0.32460546493530273
,0.46846652030944824
,0.5151589512825012
,0.5151589512825012
,0.4063768982887268
,0.4122422933578491
,0.5471450686454773
,0.48098844289779663
,0.20550119876861572
,0.2969127893447876
,0.38281673192977905
,0.3140968382358551
,0.5579522848129272
,0.5162968039512634
,0.46267664432525635
,0.5143024921417236
,0.39044618606567383
,0.42755383253097534
,0.5585923194885254
,0.5302791595458984
,0.42420369386672974
,0.497954785823822
,0.19882075488567352
,0.3127223551273346
,0.37853288650512695
,0.3697701096534729
,0.4190278649330139
,0.4110190272331238
,0.4718897342681885
,0.273662805557251
,0.6037100553512573
,0.47615331411361694
,0.5343115925788879
,0.7412866950035095
,0.23363719880580902
,0.3921695351600647
,0.31001853942871094
,0.5088516473770142
,0.4630086421966553
,0.40370893478393555
,0.320736825466156
,0.4986390471458435
,0.3964250683784485
,0.39230889081954956
,0.43759089708328247
,0.5948650240898132
,0.47569572925567627
,0.3398863971233368
,0.4018282890319824
,0.5042566061019897
,0.38541924953460693
,0.3961668014526367
,0.4069233536720276
,0.36213135719299316
,0.414653480052948
,0.3744559586048126
,0.3804457187652588
,0.2782934308052063
,0.5256422162055969
,0.4401355981826782
,0.4536944031715393
,0.42933350801467896
,0.40824371576309204
,0.27826154232025146
,0.36358505487442017
,0.33485227823257446
,0.4627090096473694
,0.3019059896469116
,0.283173143863678
,0.2357603758573532
,0.20949092507362366
,0.30637794733047485
,0.34382328391075134
,0.20231279730796814
,0.3650197982788086
,0.3472975492477417
,0.5151782035827637
,0.361881822347641
,0.3545578718185425
,0.36923301219940186
,0.40370476245880127
,0.4635257124900818
,0.43042314052581787
,0.30445748567581177
,0.4485241174697876
,0.2973402738571167
,0.4031405448913574
,0.35627418756484985
,0.39970695972442627
,0.3920955955982208
,0.5018132925033569
,0.46944260597229004
,0.3150582015514374
,0.31612706184387207
,0.5004692673683167
,0.4014299511909485
,0.40053242444992065
,0.37046539783477783
,0.3704412579536438
,0.4169939160346985
,0.3985922634601593
,0.336120069026947
,0.46234220266342163
,0.4969300627708435
,0.3381800651550293
,0.3432230055332184
,0.38588953018188477
,0.2961849570274353
,0.18220865726470947
final,0.39074516506186463
