BLEURT,bleurt_text_score,bleurt_kg_score
,0.423259973526001,0.3895396590232849
,0.3710062503814697,0.38897210359573364
,0.5134409666061401,0.5988443493843079
,0.37893980741500854,0.3829805254936218
,0.5039486885070801,0.4106404185295105
,0.37900280952453613,0.33034443855285645
,0.3481457829475403,0.29989537596702576
,0.4891594648361206,0.46985185146331787
,0.3521457016468048,0.42952919006347656
,0.4165273904800415,0.3539232611656189
,0.3360862731933594,0.3071097135543823
,0.2222667634487152,0.31869906187057495
,0.34544941782951355,0.3249470293521881
,0.41775840520858765,0.40321850776672363
,0.5108607411384583,0.39848238229751587
,0.5436122417449951,0.5115760564804077
,0.3564608097076416,0.361092746257782
,0.42469972372055054,0.40880972146987915
,0.360479474067688,0.2944406569004059
,0.26162341237068176,0.33943814039230347
,0.3823190927505493,0.38701331615448
,0.4940806031227112,0.4545239210128784
,0.3895302414894104,0.4763774871826172
,0.37941575050354004,0.44107556343078613
,0.4874482750892639,0.3307049870491028
,0.47246813774108887,0.4682738184928894
,0.3416179418563843,0.3789803981781006
,0.37453609704971313,0.4781450033187866
,0.2618539333343506,0.26814717054367065
,0.3290351927280426,0.32177406549453735
,0.3337554931640625,0.41468173265457153
,0.21877601742744446,0.24722173810005188
,0.31223082542419434,0.3463134765625
,0.4307308793067932,0.4029139280319214
,0.4183536767959595,0.4540538787841797
,0.3552231788635254,0.2554140090942383
,0.5215972661972046,0.4968973398208618
,0.32699689269065857,0.3676769435405731
,0.3501547574996948,0.3545759916305542
,0.38582009077072144,0.4084289073944092
,0.4002375602722168,0.4474181532859802
,0.35470765829086304,0.3457639217376709
,0.36312949657440186,0.359619140625
,0.5064129829406738,0.45909780263900757
,0.3872095048427582,0.29995906352996826
,0.42645466327667236,0.37452220916748047
,0.24258892238140106,0.28417110443115234
,0.39464861154556274,0.40917688608169556
,0.3880644142627716,0.3369199335575104
,0.42563819885253906,0.4278257489204407
,0.39785242080688477,0.3414572775363922
,0.38140958547592163,0.4063151478767395
,0.41861069202423096,0.4320515990257263
,0.4097079634666443,0.25253555178642273
,0.4770382046699524,0.4280826449394226
,0.44069916009902954,0.41254448890686035
,0.5071873664855957,0.5368750691413879
,0.3072001338005066,0.3566800057888031
,0.3889233469963074,0.40058887004852295
,0.4239808917045593,0.5268988013267517
,0.3233190178871155,0.19498533010482788
,0.34979724884033203,0.4295080900192261
,0.3304501175880432,0.29880160093307495
,0.4095766544342041,0.41010582447052
,0.38450223207473755,0.39657580852508545
,0.38659077882766724,0.3941633105278015
,0.3336079716682434,0.2942121624946594
,0.40988248586654663,0.278733491897583
,0.40344762802124023,0.434181809425354
,0.40607041120529175,0.38249874114990234
,0.43627625703811646,0.37976187467575073
,0.3595591187477112,0.4703368544578552
,0.3308744430541992,0.3352145254611969
,0.36783939599990845,0.3969471752643585
,0.3323061764240265,0.3267284035682678
,0.3522873818874359,0.33644938468933105
,0.4046180844306946,0.39415186643600464
,0.3486368954181671,0.34773147106170654
,0.31686562299728394,0.35049307346343994
,0.34730228781700134,0.3316732943058014
,0.40647029876708984,0.3569049835205078
,0.3673167824745178,0.41379082202911377
,0.42781007289886475,0.3250318169593811
,0.41727375984191895,0.42515355348587036
,0.453186571598053,0.4180891513824463
,0.43564122915267944,0.4609082341194153
,0.478635311126709,0.5055757164955139
,0.43283969163894653,0.44167280197143555
,0.41329026222229004,0.421097993850708
,0.45331621170043945,0.2835828959941864
,0.46339738368988037,0.4342191219329834
,0.47558480501174927,0.46576589345932007
,0.287015438079834,0.34229499101638794
,0.28001052141189575,0.28416818380355835
,0.38510429859161377,0.35271090269088745
,0.39488905668258667,0.3476829528808594
,0.3148755431175232,0.4206845760345459
,0.31203341484069824,0.333870530128479
,0.39230650663375854,0.372993528842926
,0.31244245171546936,0.3061869740486145
,0.36858803033828735,0.30947786569595337
,0.32318243384361267,0.2938390076160431
,0.22137326002120972,0.21361158788204193
,0.39692258834838867,0.4000447392463684
,0.32366859912872314,0.35931485891342163
,0.3201732635498047,0.4338095188140869
,0.3336032032966614,0.28548288345336914
,0.25641000270843506,0.32867687940597534
,0.3292278051376343,0.3906092643737793
,0.3915189504623413,0.31891268491744995
,0.4033551812171936,0.35471051931381226
,0.31081920862197876,0.33940625190734863
,0.36648786067962646,0.3615269064903259
,0.36493557691574097,0.34368759393692017
,0.3192937970161438,0.349032461643219
,0.5758007168769836,0.4576326608657837
,0.35915106534957886,0.3385254144668579
,0.36015307903289795,0.3692450523376465
,0.33014529943466187,0.3345504403114319
,0.3449697494506836,0.3482467234134674
,0.3589709997177124,0.30697745084762573
,0.6466413140296936,0.39218980073928833
,0.4078037142753601,0.4424554109573364
,0.399486780166626,0.4469180703163147
,0.37024641036987305,0.3870890736579895
,0.32491546869277954,0.37240925431251526
,0.3087923228740692,0.3377841114997864
,0.32579922676086426,0.33460336923599243
,0.3719313144683838,0.37912166118621826
,0.34057897329330444,0.3364439606666565
,0.3554762899875641,0.2454172968864441
,0.21624355018138885,0.19162651896476746
,0.29398447275161743,0.33348751068115234
,0.4131324887275696,0.6077525615692139
,0.36781033873558044,0.35581517219543457
,0.22502103447914124,0.23721346259117126
,0.2867496609687805,0.18924623727798462
,0.33091551065444946,0.3558514714241028
,0.35209739208221436,0.3018627166748047
,0.3805294632911682,0.21424204111099243
,0.22717617452144623,0.2698133885860443
,0.37149736285209656,0.557690441608429
,0.34246528148651123,0.26426148414611816
,0.32515275478363037,0.4340563416481018
,0.33156850934028625,0.3420581817626953
,0.4556770920753479,0.39370298385620117
,0.4403098225593567,0.4399734139442444
,0.42432183027267456,0.3535917401313782
,0.4081984758377075,0.37279483675956726
,0.4306110143661499,0.456548273563385
,0.3862636685371399,0.34972959756851196
,0.40388405323028564,0.3702874481678009
,0.3300565779209137,0.35865694284439087
,0.3458641767501831,0.3849297761917114
,0.3183436393737793,0.2955573797225952
,0.31163668632507324,0.3066958785057068
,0.36810392141342163,0.38396137952804565
,0.2706611156463623,0.34827011823654175
,0.3498537540435791,0.3403332233428955
,0.34816408157348633,0.26227104663848877
,0.31810814142227173,0.29267799854278564
,0.18801835179328918,0.325894832611084
,0.5608838796615601,0.48280370235443115
,0.4227108359336853,0.4507818818092346
,0.40517449378967285,0.4601115584373474
,0.19660252332687378,0.24886971712112427
,0.23436860740184784,0.33940064907073975
,0.27139872312545776,0.12519307434558868
,0.30161094665527344,0.36183756589889526
,0.37389075756073,0.3072832226753235
,0.45232975482940674,0.4258118271827698
,0.4207630157470703,0.47223007678985596
,0.4044031500816345,0.2863500118255615
,0.39150476455688477,0.2544717490673065
,0.486588716506958,0.4324958920478821
,0.46393245458602905,0.4027419686317444
,0.33784323930740356,0.2377566397190094
,0.27718406915664673,0.22913631796836853
,0.49407047033309937,0.47601717710494995
,0.34691017866134644,0.37440311908721924
,0.45936232805252075,0.42106401920318604
,0.48813939094543457,0.3868040442466736
,0.38874080777168274,0.26622483134269714
,0.3921767473220825,0.514491856098175
,0.35569268465042114,0.34828585386276245
,0.3317694067955017,0.3162609934806824
,0.4538704752922058,0.4734492301940918
,0.5031065344810486,0.572609007358551
,0.30881592631340027,0.2654675841331482
,0.46900683641433716,0.5908248424530029
,0.39470887184143066,0.4826471209526062
,0.3157782554626465,0.44388502836227417
,0.41364413499832153,0.4737789034843445
,0.583270788192749,0.7607216835021973
,0.3037744462490082,0.3356287479400635
,0.3985491991043091,0.3919975161552429
,0.3396892547607422,0.34210270643234253
,0.4372774362564087,0.4448702335357666
,0.4957886338233948,0.4239503741264343
,0.2691202759742737,0.20960809290409088
,0.3517969250679016,0.2859153747558594
,0.3971594572067261,0.3906235694885254
,0.5581595301628113,0.5714367628097534
,0.5312747359275818,0.4712386727333069
